"age_yrBP","depth_m","deuterium_permille","temp_anomaly_C"
"287781.25","2433.75","-420",-5.02
"287948.28","2434.3","-417.2",-4.57
"288110.84","2434.85","-417.9",-4.69
"288266.59","2435.4","-419.7",-5
"288426.05","2435.95","-418.4",-4.79
"288595.9","2436.5","-420.5",-5.15
"288766.95","2437.05","-418.2",-4.77
"288928.37","2437.6","-419.9",-5.06
"289101.72","2438.15","-420.8",-5.21
"289264.2","2438.7","-419.5",-5.01
"289431.57","2439.25","-419.2",-4.97
"289599.15","2439.8","-419.3",-4.99
"289761.54","2440.35","-415.1",-4.31
"289917.77","2440.9","-413.6",-4.07
"290067.29","2441.45","-412.1",-3.83
"290220.29","2442","-412.1",-3.84
"290374.15","2442.55","-415",-4.33
"290534.46","2443.1","-416.4",-4.57
"290698.48","2443.65","-415.3",-4.4
"290856.65","2444.2","-418.7",-4.97
"291017.75","2444.75","-419.6",-5.12
"291180.89","2445.3","-420.7",-5.31
"291357.5","2445.85","-423.2",-5.73
"291541.03","2446.4","-427.4",-6.43
"291726.55","2446.95","-421.2",-5.41
"291906.","2447.5","-423.1",-5.72
"292090.06","2448.05","-425.8",-6.17
"292282.78","2448.6","-429",-6.7
"292485.03","2449.15","-426.5",-6.29
"292680.44","2449.7","-427.25",-6.41
"292879.37","2450.25","-425.6",-6.14
"293073.33","2450.8","-430.7",-6.98
"293281.38","2451.35","-432.4",-7.27
"293485.91","2451.9","-435.4",-7.76
"293711.08","2452.45","-434.3",-7.58
"293933.03","2453","-431.7",-7.14
"294146.17","2453.55","-427.2",-6.4
"294346.3","2454.1","-434.1",-7.53
"294567.6","2454.65","-434.7",-7.63
"294791.7","2455.2","-437.4",-8.07
"295018.41","2455.75","-434.7",-7.62
"295242.95","2456.3","-432.3",-7.22
"295454.28","2456.85","-432.2",-7.2
"295669.87","2457.4","-429.1",-6.68
"295876.34","2457.95","-426",-6.17
"296072.25","2458.5","-418.5",-4.93
"296249.22","2459.05","-422.9",-5.66
"296436.47","2459.6","-424.16",-5.87
"296630.28","2460.15","-427.2",-6.37
"296831.47","2460.7","-430.78",-6.95
"297040.44","2461.25","-431.4",-7.05
"297258.27","2461.8","-433.4",-7.38
"297480.14","2462.35","-437.4",-8.03
"297694.88","2462.9","-433.3",-7.35
"297896.07","2463.45","-436.1",-7.81
"298127.79","2464","-434.9",-7.6
"298356.37","2464.55","-432.2",-7.15
"298576.29","2465.1","-432.79",-7.24
"298790.11","2465.65","-429.4",-6.68
"299000.82","2466.2","-428.6",-6.54
"299209.16","2466.75","-427.6",-6.37
"299415.07","2467.3","-429.2",-6.63
"299625.56","2467.85","-428.9",-6.57
"299835.55","2468.4","-425.4",-5.99
"300034.88","2468.95","-424.7",-5.87
"300232.01","2469.5","-422.9",-5.57
"300423.76","2470.05","-418.9",-4.91
"300608.97","2470.6","-425.1",-5.93
"300807.78","2471.15","-427.4",-6.31
"301014.6","2471.7","-429",-6.57
"301227.24","2472.25","-432.5",-7.14
"301451.09","2472.8","-435.9",-7.69
"301667.68","2473.35","-432.1",-7.06
"301891.18","2473.9","-432.2",-7.07
"302115.68","2474.45","-431.9",-7.01
"302339.47","2475","-425.5",-5.94
"302542.33","2475.55","-427.3",-6.23
"302751.11","2476.1","-428.3",-6.39
"302962.9","2476.65","-426.7",-6.12
"303169.97","2477.2","-424.1",-5.68
"303369.16","2477.75","-421.5",-5.25
"303561.78","2478.3","-425",-5.82
"303762.67","2478.85","-418.45",-4.73
"303953.5","2479.4","-422.7",-5.42
"304148.18","2479.95","-420.8",-5.1
"304328.85","2480.5","-422.6",-5.39
"304523.63","2481.05","-421.5",-5.2
"304716.08","2481.6","-419.39",-4.85
"304906.12","2482.15","-422",-5.27
"305099.64","2482.7","-418.4",-4.67
"305283.54","2483.25","-414.1",-3.95
"305456.18","2483.8","-415.9",-4.25
"305633.07","2484.35","-417.9",-4.57
"305816.71","2484.9","-423.1",-5.42
"306014.02","2485.45","-422.3",-5.28
"306210.61","2486","-423.5",-5.47
"306410.01","2486.55","-421.1",-5.06
"306603.78","2487.1","-425.65",-5.8
"306807.03","2487.65","-430.9",-6.66
"307031.36","2488.2","-436.6",-7.59
"307269.4","2488.75","-433.1",-6.99
"307490.66","2489.3","-432",-6.79
"307719.83","2489.85","-430.7",-6.56
"307945.11","2490.4","-429.7",-6.38
"308166.68","2490.95","-427.6",-6.02
"308381.81","2491.5","-424.7",-5.53
"308587.87","2492.05","-428.3",-6.12
"308805.43","2492.6","-426.2",-5.76
"309016.64","2493.15","-423.7",-5.33
"309222.65","2493.7","-426",-5.7
"309433.64","2494.25","-426.9",-5.84
"309648.54","2494.8","-430.1",-6.36
"309873.24","2495.35","-424.6",-5.44
"310082.09","2495.9","-426.7",-5.77
"310296.78","2496.45","-424.5",-5.4
"310505.9","2497","-428",-5.97
"310725.01","2497.55","-423.5",-5.21
"310931.36","2498.1","-423.47",-5.19
"311133.24","2498.65","-424.88",-5.41
"311337.16","2499.2","-425.5",-5.51
"311542.25","2499.75","-424.5",-5.33
"311755.38","2500.3","-422.11",-4.92
"311954.26","2500.85","-423.3",-5.11
"312160.32","2501.4","-419.3",-4.43
"312356.49","2501.95","-421.3",-4.76
"312558.13","2502.5","-423.5",-5.11
"312765.49","2503.05","-417.2",-4.05
"312956.28","2503.6","-417.1",-4.03
"313146.1","2504.15","-419.4",-4.4
"313342.5","2504.7","-413.6",-3.43
"313523.2","2505.25","-416.5",-3.9
"313710.11","2505.8","-410.2",-2.85
"313882.82","2506.35","-416",-3.8
"314069.55","2506.9","-414",-3.46
"314251.7","2507.45","-412.6",-3.22
"314430.46","2508","-415.4",-3.67
"314616.07","2508.55","-412.8",-3.23
"314795.55","2509.1","-410.5",-2.84
"314968.27","2509.65","-408.5",-2.5
"315135.51","2510.2","-415.3",-3.62
"315322.42","2510.75","-416.7",-3.84
"315511.58","2511.3","-407.3",-2.28
"315678.87","2511.85","-409.3",-2.6
"315848.82","2512.4","-406",-2.05
"316010.85","2512.95","-403.4",-1.61
"316166.46","2513.5","-401.4",-1.27
"316316.88","2514.05","-410",-2.69
"316487.97","2514.6","-411.9",-2.99
"316666.26","2515.15","-411.7",-2.95
"316844.27","2515.7","-412.8",-3.12
"317025.35","2516.25","-413.4",-3.2
"317208.57","2516.8","-415.7",-3.57
"317397.76","2517.35","-415",-3.44
"317585.63","2517.9","-416.4",-3.65
"317777.23","2518.45","-414.3",-3.29
"317963.77","2519","-416.3",-3.6
"318155.88","2519.55","-420.1",-4.22
"318359.23","2520.1","-421.4",-4.41
"318568.14","2520.65","-426.9",-5.3
"318793.79","2521.2","-422.6",-4.57
"319006.2","2521.75","-421.8",-4.41
"319216.05","2522.3","-421.7",-4.37
"319425.71","2522.85","-422.3",-4.45
"319637.28","2523.4","-422.2",-4.41
"319848.44","2523.95","-420",-4.03
"320052.87","2524.5","-418.8",-3.81
"320254.1","2525.05","-421.5",-4.24
"320462.08","2525.6","-416.5",-3.39
"320656.52","2526.15","-415.1",-3.14
"320846.25","2526.7","-414.2",-2.98
"321033.41","2527.25","-414.9",-3.08
"321221.52","2527.8","-409",-2.08
"321395.54","2528.35","-414",-2.9
"321581.44","2528.9","-410.9",-2.37
"321759.7","2529.45","-411.4",-2.44
"321938.93","2530","-410.3",-2.24
"322114.94","2530.55","-408.5",-1.93
"322286.78","2531.1","-408.5",-1.92
"322457.73","2531.65","-405.1",-1.35
"322621.25","2532.2","-406.2",-1.52
"322786.75","2532.75","-408.4",-1.88
"322957.5","2533.3","-404.4",-1.21
"323119.3","2533.85","-404",-1.13
"323279.45","2534.4","-402.8",-0.93
"323436.81","2534.95","-401.8",-0.76
"323591.92","2535.5","-405.7",-1.4
"323755.46","2536.05","-399.9",-0.43
"323907.35","2536.6","-402.4",-0.84
"324062.84","2537.15","-399.4",-0.34
"324212.22","2537.7","-396.6",0.13
"324355.82","2538.25","-396.9",0.08
"324499.71","2538.8","-398.8",-0.23
"324647.82","2539.35","-400.8",-0.56
"324800.14","2539.9","-398.4",-0.16
"324947.8","2540.45","-398.9",-0.24
"325096.07","2541","-397.9",-0.08
"325242.26","2541.55","-396.3",0.19
"325384.96","2542.1","-400.8",-0.55
"325528.53","2542.65","-394.8",0.44
"325667.58","2543.2","-392.3",0.85
"325802.11","2543.75","-393.1",0.72
"325937.51","2544.3","-389.5",1.31
"326066.71","2544.85","-394",0.56
"326203.29","2545.4","-393.9",0.57
"326340.6","2545.95","-395.5",0.31
"326479.92","2546.5","-393.9",0.57
"326616.86","2547.05","-393.6",0.61
"326749.74","2547.6","-394.7",0.43
"326887.34","2548.15","-396.3",0.16
"327025.29","2548.7","-393",0.7
"327160.59","2549.25","-394.8",0.39
"327297.94","2549.8","-394.4",0.46
"327432.23","2550.35","-394.6",0.41
"327560.26","2550.9","-390.8",1.04
"327685.37","2551.45","-389.8",1.19
"327818.33","2552","-393.5",0.57
"327948.76","2552.55","-392.1",0.79
"328083.02","2553.1","-392.6",0.7
"328216.6","2553.65","-392",0.8
"328350.88","2554.2","-392.8",0.66
"328477.41","2554.75","-388.5",1.36
"328603.75","2555.3","-388.4",1.36
"328732.71","2555.85","-389.9",1.11
"328863.77","2556.4","-390.5",1
"329000.97","2556.95","-394",0.41
"329141.1","2557.5","-395.2",0.2
"329274.58","2558.05","-391.6",0.79
"329415.04","2558.6","-395.7",0.1
"329551.45","2559.15","-391.5",0.78
"329684.47","2559.7","-393.2",0.49
"329820.2","2560.25","-393.2",0.47
"329951.98","2560.8","-391.3",0.77
"330083.12","2561.35","-390.3",0.92
"330213.04","2561.9","-390",0.96
"330342.96","2562.45","-389.8",0.97
"330482.33","2563","-394.7",0.15
"330615.82","2563.55","-391.2",0.71
"330752.86","2564.1","-393.4",0.32
"330890.02","2564.65","-393.1",0.35
"331036.13","2565.2","-397.2",-0.34
"331179.11","2565.75","-395.6",-0.1
"331321.8","2566.3","-395.6",-0.12
"331460.64","2566.85","-394.4",0.05
"331598.67","2567.4","-393",0.26
"331724.53","2567.95","-388.2",1.03
"331849.11","2568.5","-388.1",1.02
"331979.26","2569.05","-388.8",0.88
"332096.85","2569.6","-383.1",1.79
"332216.73","2570.15","-382.7",1.83
"332330.18","2570.7","-381.4",2.01
"332441.8","2571.25","-379.4",2.32
"332549.19","2571.8","-376.5",2.77
"332653.12","2572.35","-373.3",3.27
"332762.49","2572.9","-377.6",2.53
"332871.72","2573.45","-377.4",2.54
"332975.68","2574","-373.3",3.19
"333078.6","2574.55","-373.1",3.19
"333178.92","2575.1","-371.2",3.48
"333277.18","2575.65","-369.4",3.75
"333378.7","2576.2","-371.7",3.34
"333484.65","2576.75","-372.2",3.23
"333589.97","2577.3","-371.28",3.35
"333696.91","2577.85","-373.82",2.9
"333803.22","2578.4","-372.99",3.01
"333901.72","2578.95","-368.6",3.7
"333999.57","2579.5","-368.9",3.62
"334102.78","2580.05","-373.1",2.9
"334207.22","2580.6","-371.77",3.09
"334316.18","2581.15","-374",2.69
"334422.39","2581.7","-372.77",2.87
"334528.27","2582.25","-372.97",2.81
"334641.67","2582.8","-377.43",2.04
"334762.66","2583.35","-379.94",1.6
"334879.77","2583.9","-379.71",1.61
"335000.18","2584.45","-381.1",1.36
"335120.26","2585","-382.2",1.15
"335249.6","2585.55","-385.8",0.53
"335376.02","2586.1","-384",0.8
"335513.73","2586.65","-389.1",-0.07
"335654.89","2587.2","-392.3",-0.62
"335798.11","2587.75","-392.4",-0.66
"335947.26","2588.3","-394",-0.95
"336098.32","2588.85","-397.1",-1.48
"336259.87","2589.4","-399.6",-1.92
"336425.63","2589.95","-400.8",-2.14
"336591.34","2590.5","-400.8",-2.17
"336761.76","2591.05","-403.6",-2.65
"336937.19","2591.6","-405.2",-2.94
"337116.57","2592.15","-404.1",-2.78
"337295.88","2592.7","-406.3",-3.17
"337477.64","2593.25","-406.1",-3.16
"337666.61","2593.8","-408",-3.5
"337863.76","2594.35","-410.8",-3.98
"338064.26","2594.9","-411.5",-4.12
"338273.61","2595.45","-414.3",-4.6
"338492.23","2596","-417",-5.07
"338723.85","2596.55","-420.6",-5.68
"338952.57","2597.1","-419.4",-5.5
"339190.23","2597.65","-422",-5.95
"339434.53","2598.2","-423.5",-6.21
"339690.3","2598.75","-425.5",-6.55
"339949.48","2599.3","-427.9",-6.96
"340219.61","2599.85","-428.7",-7.1
"340500.07","2600.4","-432.4",-7.71
"340798.08","2600.95","-436.5",-8.39
"341120.9","2601.5","-441.3",-9.18
"341454.3","2602.05","-443.6",-9.56
"341774.05","2602.6","-440.2",-8.99
"342102.7","2603.15","-441.6",-9.22
"342448.12","2603.7","-444.3",-9.66
"342760.71","2604.25","-440.2",-8.98
"343098.3","2604.8","-441.2",-9.14
"343403.5","2605.35","-436.3",-8.33
"343727.54","2605.9","-440.6",-9.03
"344041.3","2606.45","-438.2",-8.62
"344367.5","2607","-439.62",-8.85
"344688.4","2607.55","-439.6",-8.84
"345000.57","2608.1","-437.8",-8.53
"345317.06","2608.65","-438.8",-8.69
"345623.31","2609.2","-436.4",-8.29
"345933.51","2609.75","-437.3",-8.43
"346256.51","2610.3","-440.1",-8.88
"346556.55","2610.85","-434.8",-8.01
"346868.22","2611.4","-437.6",-8.46
"347180.75","2611.95","-437.8",-8.49
"347465.98","2612.5","-431.4",-7.44
"347768.99","2613.05","-435.7",-8.14
"348090.14","2613.6","-439.4",-8.74
"348407.58","2614.15","-438.6",-8.61
"348707.01","2614.7","-434.9",-8
"348968.59","2615.25","-425.9",-6.52
"349259.75","2615.8","-433.2",-7.73
"349539.65","2616.35","-430",-7.2
"349821.44","2616.9","-430.5",-7.28
"350106.28","2617.45","-431",-7.36
"350409.96","2618","-435.5",-8.1
"350702.06","2618.55","-432.5",-7.61
"350999.87","2619.1","-433.9",-7.83
"351299.86","2619.65","-434.3",-7.89
"351599.52","2620.2","-434.2",-7.87
"351895.45","2620.75","-433.3",-7.72
"352195.39","2621.3","-434.2",-7.86
"352493.81","2621.85","-434.9",-7.97
"352794.19","2622.4","-432.8",-7.63
"353090.35","2622.95","-432.6",-7.59
"353378.64","2623.5","-431.4",-7.4
"353669.96","2624.05","-434.7",-7.94
"353957.73","2624.6","-432.3",-7.55
"354271.59","2625.15","-436",-8.15
"354600.07","2625.7","-438.6",-8.58
"354934.84","2626.25","-439.9",-8.79
"355274.13","2626.8","-441.2",-9
"355609.39","2627.35","-440.4",-8.87
"355943.8","2627.9","-440.4",-8.87
"356268.1","2628.45","-438.3",-8.52
"356594.15","2629","-438.6",-8.57
"356927.03","2629.55","-439.9",-8.78
"357258.57","2630.1","-439.5",-8.7
"357597.56","2630.65","-441",-8.94
"357935.16","2631.2","-441.3",-8.99
"358282.19","2631.75","-440.2",-8.8
"358613.93","2632.3","-437.9",-8.41
"358947.26","2632.85","-438.6",-8.52
"359281.23","2633.4","-439.7",-8.7
"359598.98","2633.95","-434.5",-7.84
"359930.86","2634.5","-439.2",-8.6
"360248.46","2635.05","-434.6",-7.84
"360584.62","2635.6","-440.1",-8.74
"360892.09","2636.15","-433.8",-7.69
"361222.68","2636.7","-438.1",-8.39
"361534.05","2637.25","-435.1",-7.89
"361835.01","2637.8","-432.1",-7.4
"362150.","2638.35","-433.4",-7.61
"362473.32","2638.9","-437.4",-8.26
"362765.55","2639.45","-430.2",-7.07
"363060.18","2640","-424.2",-6.07
"363354.43","2640.55","-430.5",-7.11
"363660.28","2641.1","-433.2",-7.55
"363958.06","2641.65","-431.1",-7.2
"364263.63","2642.2","-432.7",-7.46
"364592.14","2642.75","-436.94",-8.14
"364919.42","2643.3","-437.3",-8.19
"365223.98","2643.85","-432.3",-7.36
"365525.91","2644.4","-431.55",-7.23
"365836.43","2644.95","-433.7",-7.58
"366146.95","2645.5","-433.6",-7.55
"366455.74","2646.05","-433.1",-7.46
"366773.98","2646.6","-435.2",-7.8
"367084.5","2647.15","-433.4",-7.5
"367388.","2647.7","-431.5",-7.18
"367688.02","2648.25","-428.8",-6.73
"367992.7","2648.8","-432.8",-7.38
"368303.32","2649.35","-434.4",-7.64
"368640.","2649.9","-438.4",-8.29
"368963.11","2650.45","-435.6",-7.82
"369275.19","2651","-433.1",-7.4
"369586.19","2651.55","-432.9",-7.36
"369881.12","2652.1","-429.3",-6.77
"370183.96","2652.65","-431",-7.04
"370487.77","2653.2","-431.1",-7.06
"370768.08","2653.75","-425.7",-6.17
"371056.77","2654.3","-427.7",-6.49
"371345.46","2654.85","-427.5",-6.46
"371632.77","2655.4","-427.1",-6.39
"371921.47","2655.95","-427.4",-6.44
"372202.03","2656.5","-425.4",-6.11
"372471.9","2657.05","-422.9",-5.7
"372725.41","2657.6","-418.4",-4.96
"372989.06","2658.15","-421.2",-5.42
"373266.23","2658.7","-424.1",-5.9
"373550.58","2659.25","-425.7",-6.16
"373844.53","2659.8","-427.7",-6.49
"374150.81","2660.35","-430",-6.86
"374489.43","2660.9","-436.6",-7.94
"374825.21","2661.45","-435.7",-7.78
"375158.25","2662","-435",-7.66
"375486.26","2662.55","-433.8",-7.45
"375809.38","2663.1","-432.7",-7.26
"376132.46","2663.65","-432.5",-7.22
"376450.09","2664.2","-431.3",-7.01
"376753.48","2664.75","-428",-6.46
"377062.47","2665.3","-429.3",-6.67
"377364.32","2665.85","-428.1",-6.46
"377670.36","2666.4","-428.4",-6.5
"377964.99","2666.95","-426.6",-6.2
"378282.87","2667.5","-430.6",-6.85
"378588.42","2668.05","-427.6",-6.35
"378882.76","2668.6","-425.1",-5.93
"379174.49","2669.15","-424.4",-5.81
"379465.23","2669.7","-424.1",-5.76
"379748.3","2670.25","-422.2",-5.44
"380018.62","2670.8","-419",-4.91
"380290.68","2671.35","-419.4",-4.97
"380571.31","2671.9","-421.3",-5.28
"380846.11","2672.45","-419.7",-5.02
"381118.27","2673","-419.1",-4.92
"381379.65","2673.55","-416.1",-4.42
"381644.47","2674.1","-417.2",-4.6
"381911.84","2674.65","-412.1",-3.76
"382177.64","2675.2","-416.7",-4.52
"382468.27","2675.75","-420.6",-5.15
"382753.56","2676.3","-421.2",-5.24
"383035.68","2676.85","-420.3",-5.09
"383341.56","2677.4","-425.7",-5.97
"383644.56","2677.95","-425.2",-5.87
"383955.52","2678.5","-426.4",-6.06
"384255.75","2679.05","-423.9",-5.63
"384549.45","2679.6","-422.4",-5.37
"384838.51","2680.15","-421.3",-5.18
"385107.3","2680.7","-416.4",-4.36
"385389.15","2681.25","-419.6",-4.88
"385673.24","2681.8","-420",-4.93
"385942.93","2682.35","-416.3",-4.31
"386207.03","2682.9","-416.4",-4.32
"386469.1","2683.45","-410.2",-3.29
"386716.31","2684","-406.5",-2.67
"386976.83","2684.55","-413.9",-3.88
"387252.77","2685.1","-418.09",-4.56
"387537.07","2685.65","-419.3",-4.74
"387839.31","2686.2","-423.1",-5.35
"388143.73","2686.75","-423.4",-5.37
"388467.02","2687.3","-427.3",-5.99
"388788.17","2687.85","-426.7",-5.86
"389137.32","2688.4","-432",-6.7
"389480.58","2688.95","-430.9",-6.48
"389804.9","2689.5","-427",-5.8
"390135.14","2690.05","-428.3",-5.98
"390447.83","2690.6","-424.7",-5.35
"390742.96","2691.15","-420.8",-4.68
"391040.25","2691.7","-421.3",-4.73
"391345.18","2692.25","-422.9",-4.96
"391644.","2692.8","-421.5",-4.7
"391942.38","2693.35","-421.4",-4.65
"392231.36","2693.9","-419.3",-4.26
"392514.85","2694.45","-418.1",-4.03
"392790.3","2695","-416.1",-3.67
"393057.46","2695.55","-414.2",-3.33
"393324.65","2696.1","-414.3",-3.32
"393580.21","2696.65","-411.2",-2.78
"393831.96","2697.2","-410.3",-2.61
"394079.04","2697.75","-409",-2.37
"394327.66","2698.3","-409.5",-2.43
"394568.05","2698.85","-407",-2
"394814.91","2699.4","-409",-2.3
"395057.48","2699.95","-407.9",-2.1
"395280.87","2700.5","-402.1",-1.12
"395501.45","2701.05","-401.3",-0.98
"395737.09","2701.6","-405.9",-1.71
"395965.24","2702.15","-403.6",-1.31
"396192.07","2702.7","-403.2",-1.23
"396413.47","2703.25","-401.6",-0.95
"396634.67","2703.8","-401.6",-0.93
"396845.89","2704.35","-398.5",-0.4
"397058.05","2704.9","-398.9",-0.45
"397267.19","2705.45","-397.8",-0.25
"397476.55","2706","-398.1",-0.28
"397676.55","2706.55","-394.7",0.29
"397885.06","2707.1","-397.8",-0.2
"398095","2707.65","-398",-0.22
"398319","2708.2","-402.5",-0.94
"398537","2708.75","-400.4",-0.57
"398735","2709.3","-394.2",0.47
"398935","2709.85","-395",0.36
"399131","2710.4","-393.4",0.64
"399340","2710.95","-397.8",-0.07
"399543","2711.5","-395.6",0.31
"399746","2712.05","-395.2",0.39
"399946","2712.6","-394.6",0.51
"400143","2713.15","-393.5",0.7
"400332","2713.7","-390.8",1.16
"400514","2714.25","-388.2",1.6
"400704","2714.8","-391",1.15
"400901","2715.35","-393",0.83
"401094","2715.9","-392.2",0.98
"401276","2716.45","-387.4",1.78
"401460","2717","-388.4",1.62
"401644","2717.55","-388.4",1.63
"401830","2718.1","-388.8",1.57
"402015","2718.65","-388.8",1.58
"402192","2719.2","-385.2",2.18
"402380","2719.75","-389.4",1.49
"402563","2720.3","-387.6",1.79
"402741","2720.85","-385.5",2.14
"402917","2721.4","-385.1",2.2
"403088","2721.95","-382.6",2.62
"403267","2722.5","-385.6",2.12
"403444","2723.05","-384.7",2.27
"403624","2723.6","-386.3",2.01
"403803","2724.15","-385.1",2.2
"403984","2724.7","-386.9",1.9
"404171","2725.25","-388.5",1.64
"404348","2725.8","-383.8",2.41
"404529","2726.35","-385.7",2.1
"404714","2726.9","-387",1.88
"404900","2727.45","-387.6",1.78
"405080","2728","-384.9",2.22
"405264","2728.55","-388.9",1.56
"405441","2729.1","-383.7",2.41
"405617","2729.65","-383.2",2.49
"405790","2730.2","-382.2",2.65
"405962","2730.75","-381.8",2.71
"406142","2731.3","-384.7",2.22
"406330","2731.85","-387.3",1.79
"406508","2732.4","-383.3",2.44
"406690","2732.95","-384.3",2.27
"406860","2733.5","-378.9",3.15
"407031","2734.05","-380.4",2.9
"407215","2734.6","-384.6",2.19
"407384","2735.15","-380.3",2.9
"407567","2735.7","-385.3",2.06
"407746","2736.25","-382.9",2.45
"407922","2736.8","-381.5",2.67
"408105","2737.35","-384.5",2.17
"408292","2737.9","-385.5",1.99
"408483","2738.45","-386.81",1.77
"408669","2739","-386.37",1.83
"408849","2739.55","-384.72",2.09
"409028","2740.1","-383.94",2.21
"409217","2740.65","-386.79",1.73
"409402","2741.2","-384.3",2.13
"409588","2741.75","-386.22",1.8
"409781","2742.3","-386.62",1.73
"409980","2742.85","-387.52",1.57
"410174","2743.4","-387.36",1.58
"410374","2743.95","-386.48",1.72
"410577","2744.5","-387.93",1.47
"410778","2745.05","-386.35",1.72
"410986","2745.6","-387.8",1.47
"411194","2746.15","-388.4",1.37
"411402","2746.7","-386.7",1.64
"411605","2747.25","-390.8",0.95
"411817","2747.8","-392.11",0.72
"412046","2748.35","-393.78",0.44
"412277","2748.9","-393.39",0.49
"412507","2749.45","-393.72",0.43
"412739","2750","-395.76",0.08
"412977","2750.55","-392.22",0.66
"413198","2751.1","-393.26",0.48
"413432","2751.65","-394.69",0.23
"413669","2752.2","-391.94",0.68
"413902","2752.75","-392.5",0.57
"414139","2753.3","-396.4",-0.08
"414392","2753.85","-394.3",0.26
"414639","2754.4","-393.2",0.43
"414882","2754.95","-394.7",0.17
"415132","2755.5","-394.9",0.12
"415384","2756.05","-391.9",0.61
"415626","2756.6","-393.6",0.31
"415875","2757.15","-393.5",0.31
"416125","2757.7","-394.7",0.1
"416380","2758.25","-391.4",0.63
"416624","2758.8","-393.1",0.33
"416874","2759.35","-390.9",0.67
"417118","2759.9","-389.8",0.83
"417358","2760.45","-392.4",0.38
"417608","2761","-392.6",0.32
"417860","2761.55","-390.7",0.61
"418106","2762.1","-393.8",0.08
"418364","2762.65","-394.1",0.01
"418624","2763.2","-395.7",-0.28
"418889","2763.75","-395.8",-0.32
"419133","2764.3","-395.2",-0.24
"419398","2764.85","-395.7",-0.35
"419666","2765.4","-394",-0.09
"419929","2765.95","-397.1",-0.62
"420203","2766.5","-396.1",-0.48
"420474","2767.05","-394.8",-0.29
"420741","2767.6","-396.5",-0.59
"421013","2768.15","-397.3",-0.75
"421290","2768.7","-400.9",-1.37
"421582","2769.25","-401.1",-1.43
"421871","2769.8","-402.7",-1.72
"422171","2770.35","-403.4",-1.87
"422475","2770.9","-401.3",-1.55
"422768","2771.45","-400.9",-1.51
"423056","2772","-405",-2.21
"423359","2772.55","-407.1",-2.59
"423669","2773.1","-404",-2.1
"423963","2773.65","-405.3",-2.34
"424263","2774.2","-398.8",-1.29
"424536","2774.75","-392.3",-0.24
"424784","2775.3","-390.1",0.09
"425027","2775.85","-392.2",-0.29
"425277","2776.4","-396.2",-0.99
"425537","2776.95","-401.5",-1.9
"425813","2777.5","-401",-1.85
"426090","2778.05","-402.5",-2.13
"426390","2778.6","-405.6",-2.67
"426715","2779.15","-403.1",-2.29
"427020","2779.7","-406.8",-2.93
"427343","2780.25","-412.8",-3.95
"427684","2780.8","-417.2",-4.7
"428065","2781.35","-416.6",-4.63
"428444","2781.9","-423.7",-5.83
"428868","2782.45","-424.9",-6.05
"429259","2783","-428.1",-6.61
"429718","2783.55","-429",-6.79
"430187","2784.1","-433.6",-7.58
"430693","2784.65","-436.6",-8.1
"431226","2785.2","-437",-8.19
"431767","2785.75","-436.9",-8.19
"432326","2786.3","-436.8",-8.19
"432870","2786.85","-437.8",-8.39
"433425","2787.4","-436",-8.12
"433969","2787.95","-438.56",-8.58
"434472","2788.5","-435.9",-8.17
"435023","2789.05","-437.7",-8.49
"435592","2789.6","-434.8",-8.03
"436141","2790.15","-440",-8.91
"436726","2790.7","-444.32",-9.63
"437267","2791.25","-441.88",-9.25
"437827","2791.8","-443.84",-9.6
"438423","2792.35","-438.86",-8.8
"439039","2792.9","-441.19",-9.19
"439625","2793.45","-440.92",-9.15
"440206","2794","-440.18",-9.04
"440798","2794.55","-440.33",-9.07
"441388","2795.1","-438.26",-8.73
"441954","2795.65","-435.82",-8.33
"442535","2796.2","-436.33",-8.42
"443120","2796.75","-433.24",-7.91
"443682","2797.3","-428.61",-7.15
"444216","2797.85","-432.4",-7.77
"444785","2798.4","-430.4",-7.45
"445342","2798.95","-430.4",-7.45
"445900","2799.5","-431.6",-7.65
"446471","2800.05","-430.6",-7.48
"447034","2800.6","-422.5",-6.15
"447536","2801.15","-423.5",-6.32
"448047","2801.7","-424.9",-6.56
"448573","2802.25","-431.1",-7.58
"449151","2802.8","-429.3",-7.28
"449719","2803.35","-429.2",-7.26
"450288","2803.9","-431.6",-7.65
"450881","2804.45","-433.3",-7.92
"451492","2805","-425.9",-6.7
"452042","2805.55","-428.2",-7.07
"452613","2806.1","-433.2",-7.89
"453229","2806.65","-429.3",-7.24
"453816","2807.2","-423.9",-6.34
"454400","2807.75","-426.8",-6.81
"454969","2808.3","-428",-7.01
"455550","2808.85","-430.3",-7.39
"456156","2809.4","-435.3",-8.21
"456813","2809.95","-439.7",-8.92
"457519","2810.5","-438.4",-8.7
"458216","2811.05","-439.3",-8.83
"458942","2811.6","-439.2",-8.8
"459652","2812.15","-437.3",-8.47
"460344","2812.7","-436.6",-8.34
"461031","2813.25","-436.1",-8.24
"461713","2813.8","-431.4",-7.45
"462350","2814.35","-429.6",-7.15
"462970","2814.9","-432.6",-7.63
"463620","2815.45","-432.8",-7.65
"464257","2816","-435.5",-8.08
"464951","2816.55","-437.8",-8.44
"465657","2817.1","-438.3",-8.5
"466367","2817.65","-436.5",-8.17
"467058","2818.2","-435.8",-8.03
"467740","2818.75","-439.7",-8.64
"468461","2819.3","-433.5",-7.58
